,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC_x,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,PB,PT_x,CaGC,GC_y,GC_y,Defesas,PT_y,GPC,Time
19,2023-08-20,16:00,Série A,Rodada da semana 20,dom,Em casa,D,2,3,Flamengo,2.6,1.9,38,,Henrique,4-1-4-1,Raphael Claus,Relatório da Partida,,14,3,223.0,1.0,1,1,4,3.0,3,1,1,1,Coritiba
20,2023-08-27,18:30,Série A,Rodada da semana 21,dom,Visitante,D,1,3,Fortaleza,1.0,2.5,47,12.467,Benjamín Kuscevic,4-1-4-1,Matheus Delgado Candançan,Relatório da Partida,,9,2,256.0,1.0,0,1,6,3.0,3,3,0,1,Coritiba
21,2023-09-14,20:00,Série A,Rodada da semana 23,qui,Em casa,D,2,4,Bahia,1.3,3.8,55,,Benjamín Kuscevic,4-1-4-1,Wagner do Nascimento Magalhães,Relatório da Partida,,15,6,125.0,0.0,0,0,9,4.0,4,5,0,0,Coritiba
22,2023-09-21,19:00,Série A,Rodada da semana 24,qui,Visitante,D,1,5,Vasco da Gama,0.5,3.5,46,,Benjamín Kuscevic,4-4-2,Flavio Rodrigues de Souza,Relatório da Partida,,8,3,211.0,0.0,0,0,12,5.0,5,7,0,0,Coritiba
23,2023-09-27,19:00,Série A,Rodada da semana 22,qua,Visitante,D,1,2,São Paulo,0.8,1.6,37,,Willian Farias,4-1-4-1,Savio Pereira,Relatório da Partida,,7,2,255.0,0.0,0,0,5,2.0,2,3,1,1,Coritiba
24,2023-10-01,16:00,Série A,Rodada da semana 25,dom,Em casa,V,2,0,Ath Paranaense,0.5,0.9,35,,Willian Farias,4-1-4-1,Bruno Arleu,Relatório da Partida,,7,3,164.0,2.0,0,0,5,0.0,0,5,0,0,Coritiba
25,2023-10-08,18:30,Série A,Rodada da semana 26,dom,Visitante,V,2,1,Atlético Mineiro,0.8,0.6,38,,Willian Farias,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,9,4,206.0,1.0,0,0,3,1.0,1,2,0,0,Coritiba
26,2023-10-18,20:00,Série A,Rodada da semana 27,qua,Em casa,D,0,3,Cuiabá,1.4,0.4,63,20.873,Willian Farias,4-1-4-1,Denis da Silva Ribeiro Serafim,Relatório da Partida,,19,3,193.0,1.0,0,0,6,3.0,3,3,0,0,Coritiba
27,2023-10-22,18:30,Série A,Rodada da semana 28,dom,Em casa,D,0,2,Palmeiras,0.6,1.1,46,,Henrique,4-1-4-1,Rafael Rodrigo Klein,Relatório da Partida,,13,2,191.0,1.0,0,0,6,2.0,2,4,0,0,Coritiba
28,2023-10-26,21:30,Série A,Rodada da semana 29,qui,Visitante,D,1,2,Santos,0.8,2.2,37,12.205,Willian Farias,4-1-4-1,Wagner Magalhães,Relatório da Partida,,2,1,415.0,1.0,1,1,6,2.0,2,5,0,0,Coritiba
29,2023-10-29,18:30,Série A,Rodada da semana 30,dom,Visitante,V,4,3,Internacional,2.7,2.7,38,,Henrique,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,10,4,175.0,1.0,2,2,10,3.0,3,6,2,1,Coritiba
30,2023-11-01,20:00,Série A,Rodada da semana 31,qua,Em casa,D,1,2,Grêmio,1.5,1.4,52,24.308,Willian Farias,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,12,1,263.0,0.0,1,1,4,2.0,2,2,0,0,Coritiba
31,2023-11-05,18:30,Série A,Rodada da semana 32,dom,Em casa,D,0,1,Goiás,0.3,1.3,50,,Willian Farias,4-1-4-1,Rafael Rodrigo Klein,Relatório da Partida,,8,2,186.0,0.0,0,0,6,1.0,1,5,0,0,Coritiba
32,2023-11-08,19:00,Série A,Rodada da semana 33,qua,Visitante,V,3,0,América (MG),0.9,0.4,41,,Henrique,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,10,5,186.0,1.0,0,0,3,0.0,0,3,0,0,Coritiba
33,2023-11-11,16:00,Série A,Rodada da semana 34,sáb,Em casa,V,1,0,Cruzeiro,0.7,0.6,45,,Henrique,4-1-4-1,Braulio da Silva Machado,Relatório da Partida,,7,3,202.0,0.0,0,0,4,0.0,0,4,0,0,Coritiba
34,2023-11-25,21:00,Série A,Rodada da semana 35,sáb,Visitante,D,1,2,Fluminense,0.8,1.9,36,19.919,Benjamín Kuscevic,4-4-2,Matheus Delgado Candançan,Relatório da Partida,,15,2,236.0,1.0,0,0,8,2.0,2,6,0,0,Coritiba
35,2023-11-29,21:30,Série A,Rodada da semana 36,qua,Em casa,E,1,1,Botafogo (RJ),1.7,2.0,47,,Benjamín Kuscevic,4-1-4-1,Rodrigo José Pereira de Lima,Relatório da Partida,,13,2,165.0,1.0,0,0,6,1.0,1,5,1,1,Coritiba
36,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Visitante,D,0,1,Bragantino,0.3,2.1,36,,Willian Farias,4-1-4-1,Dyorgines José Padovani Andrade,Relatório da Partida,,6,0,209.0,0.0,0,0,9,1.0,1,8,0,0,Coritiba
37,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,D,0,2,Corinthians,0.6,0.9,45,,Willian Farias,4-2-3-1,Jonathan Benkenstein Pinheiro,Relatório da Partida,,13,5,203.0,1.0,0,0,6,2.0,2,4,0,0,Coritiba
1,2023-04-15,16:00,Série A,Rodada da semana 1,sáb,Em casa,D,0,3,Fluminense,1.1,3.1,46,6.653,Juninho,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,17,2,170.0,0.0,0,0,8,3,3,4,1,0,America MG
3,2023-04-22,18:30,Série A,Rodada da semana 2,sáb,Visitante,D,0,3,São Paulo,1.1,2.4,47,41.006,Juninho,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,22,8,214.0,0.0,0,0,6,3,3,3,0,0,America MG
4,2023-04-29,18:30,Série A,Rodada da semana 3,sáb,Visitante,D,2,3,Santos,1.8,1.8,56,11.844,Juninho,4-1-4-1,Anderson Daronco,Relatório da Partida,,19,8,218.0,2.0,0,0,6,3,3,3,1,1,America MG
6,2023-05-07,11:00,Série A,Rodada da semana 4,dom,Em casa,D,1,2,Cuiabá,1.4,0.5,46,5.228,Juninho,4-1-4-1,Denis da Silva Ribeiro Serafim,Relatório da Partida,,15,4,170.0,0.0,0,0,5,2,2,4,0,0,America MG
7,2023-05-10,19:00,Série A,Rodada da semana 5,qua,Visitante,E,2,2,Bragantino,2.0,1.7,38,2.909,Juninho,4-1-4-1,Rafael Rodrigo Klein,Relatório da Partida,,8,1,199.0,1.0,2,2,9,2,2,7,0,0,America MG
8,2023-05-14,18:30,Série A,Rodada da semana 6,dom,Em casa,D,0,4,Cruzeiro,1.3,2.6,48,4.295,Juninho,4-3-3,Wilton Sampaio,Relatório da Partida,,15,2,214.0,1.0,0,0,8,4,4,4,0,0,America MG
9,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Em casa,V,2,1,Fortaleza,0.8,1.2,28,2.488,Danilo Avelar,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,9,3,204.0,0.0,0,0,5,1,1,4,0,0,America MG
11,2023-05-28,19:00,Série A,Rodada da semana 8,dom,Visitante,D,0,2,Botafogo (RJ),0.4,2.1,45,23.708,Danilo Avelar,4-1-4-1,Raphael Claus,Relatório da Partida,,4,1,244.0,0.0,0,0,6,2,2,4,0,0,America MG
12,2023-06-03,18:30,Série A,Rodada da semana 9,sáb,Em casa,V,2,0,Corinthians,1.4,1.2,30,6.701,Juninho,4-1-3-2,Anderson Daronco,Relatório da Partida,,15,5,232.0,1.0,1,1,2,0,0,2,1,0,America MG
14,2023-06-11,11:00,Série A,Rodada da semana 10,dom,Em casa,E,2,2,Ath Paranaense,1.9,0.8,50,5.902,Juninho,4-1-4-1,João Vitor Gobi,Relatório da Partida,,20,11,190.0,0.0,0,1,4,2,2,2,0,0,America MG
15,2023-06-22,19:00,Série A,Rodada da semana 11,qui,Visitante,D,1,3,Grêmio,0.8,2.4,28,15.864,Juninho,4-1-4-1,Edina Alves Batista,Relatório da Partida,,8,2,207.0,0.0,0,0,9,3,3,7,0,0,America MG
16,2023-06-25,18:30,Série A,Rodada da semana 12,dom,Em casa,D,1,2,Internacional,1.3,1.0,40,2.249,Juninho,4-3-3,Flavio Rodrigues de Souza,Relatório da Partida,,15,3,189.0,1.0,0,0,2,2,2,0,0,0,America MG
18,2023-07-02,16:00,Série A,Rodada da semana 13,dom,Visitante,E,2,2,Atlético Mineiro,2.6,1.3,53,34.507,Juninho,4-4-2,Wilton Sampaio,Relatório da Partida,,23,5,158.0,0.0,0,0,5,2,2,3,0,0,America MG
19,2023-07-08,18:30,Série A,Rodada da semana 14,sáb,Visitante,D,1,3,Coritiba,1.1,1.9,57,,Juninho,4-5-1,Rafael Rodrigo Klein,Relatório da Partida,,17,4,205.0,0.0,0,0,7,3,3,4,1,1,America MG
22,2023-07-22,16:00,Série A,Rodada da semana 16,sáb,Visitante,E,1,1,Flamengo,1.3,2.5,34,,Ale,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,16,4,170.0,0.0,0,0,7,1,1,6,0,0,America MG
23,2023-07-30,16:00,Série A,Rodada da semana 17,dom,Em casa,D,1,4,Palmeiras,1.4,0.9,49,,Ale,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,15,7,188.0,1.0,0,0,7,4,4,3,0,0,America MG
25,2023-08-06,18:30,Série A,Rodada da semana 18,dom,Visitante,D,1,3,Bahia,0.4,1.7,34,34.313,Juninho,4-3-3,Matheus Delgado Candançan,Relatório da Partida,,8,5,240.0,1.0,0,0,7,3,3,4,0,0,America MG
27,2023-08-13,16:00,Série A,Rodada da semana 19,dom,Em casa,D,0,1,Goiás,0.9,0.5,66,,Ale,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,15,2,178.0,1.0,0,0,3,1,1,2,0,0,America MG
28,2023-08-19,18:30,Série A,Rodada da semana 20,sáb,Visitante,D,1,3,Fluminense,1.4,1.2,28,,Leandro Emmanuel Martínez,4-3-3,Flavio Rodrigues de Souza,Relatório da Partida,,13,3,183.0,0.0,0,0,4,3,3,1,0,0,America MG
30,2023-08-27,16:00,Série A,Rodada da semana 21,dom,Em casa,V,2,1,São Paulo,1.3,1.4,27,,Juninho,3-5-2,Rodrigo José Pereira de Lima,Relatório da Partida,,9,4,121.0,0.0,0,0,5,1,1,3,1,0,America MG
32,2023-09-03,18:30,Série A,Rodada da semana 22,dom,Em casa,V,2,0,Santos,1.6,1.0,38,,Juninho,3-5-2,Leandro Pedro Vuaden,Relatório da Partida,,12,7,156.0,0.0,0,0,2,0,0,2,0,0,America MG
33,2023-09-15,19:00,Série A,Rodada da semana 23,sex,Visitante,E,2,2,Cuiabá,0.4,1.7,38,,Juninho,3-5-2,Bruno Arleu,Relatório da Partida,,7,3,225.0,0.0,0,0,8,2,2,6,1,1,America MG
34,2023-09-19,21:30,Série A,Rodada da semana 24,ter,Em casa,D,0,2,Bragantino,1.2,1.8,37,,Juninho,3-5-2,Marcelo de Lima Henrique,Relatório da Partida,,6,1,175.0,0.0,0,1,6,2,2,4,0,0,America MG
35,2023-09-25,20:00,Série A,Rodada da semana 15,seg,Em casa,D,0,1,Vasco da Gama,1.6,0.8,35,,Juninho,3-4-1-2,Ramon Abatti Abel,Relatório da Partida,,18,7,211.0,2.0,0,0,3,1,1,2,0,0,America MG
36,2023-10-01,16:00,Série A,Rodada da semana 25,dom,Visitante,E,1,1,Cruzeiro,1.0,0.6,41,,Juninho,5-4-1,Leandro Pedro Vuaden,Relatório da Partida,,18,7,163.0,0.0,0,0,2,1,1,1,0,0,America MG
37,2023-10-08,18:30,Série A,Rodada da semana 26,dom,Visitante,D,2,3,Fortaleza,1.4,2.2,41,,Juninho,3-4-3,Bruno Arleu,Relatório da Partida,,14,2,187.0,0.0,1,1,5,3,3,2,0,0,America MG
38,2023-10-18,20:00,Série A,Rodada da semana 27,qua,Em casa,D,1,2,Botafogo (RJ),2.9,0.5,47,6.23,Juninho,5-3-2,Anderson Daronco,Relatório da Partida,,24,5,143.0,2.0,0,0,2,2,2,0,0,0,America MG
39,2023-10-22,18:30,Série A,Rodada da semana 28,dom,Visitante,E,1,1,Corinthians,0.7,1.3,30,38.121,Juninho,5-3-2,Yuri Elino Ferreira da Cruz,Relatório da Partida,,13,4,234.0,1.0,0,0,6,1,1,5,0,0,America MG
40,2023-10-25,19:00,Série A,Rodada da semana 29,qua,Visitante,D,2,3,Ath Paranaense,0.9,3.1,43,20.672,Juninho,5-3-2,Anderson Daronco,Relatório da Partida,,12,6,225.0,1.0,0,0,8,3,3,5,0,0,America MG
41,2023-10-28,19:00,Série A,Rodada da semana 30,sáb,Em casa,D,3,4,Grêmio,2.4,2.1,44,3.008,Juninho,3-5-2,Matheus Delgado Candançan,Relatório da Partida,,15,6,190.0,0.0,0,0,11,4,4,7,1,1,America MG
42,2023-11-01,19:00,Série A,Rodada da semana 31,qua,Visitante,E,1,1,Internacional,0.3,1.3,44,,Juninho,3-5-2,Flavio de Souza,Relatório da Partida,,11,2,256.0,1.0,0,0,4,1,1,3,0,0,America MG
43,2023-11-04,19:30,Série A,Rodada da semana 32,sáb,Em casa,E,1,1,Atlético Mineiro,1.4,1.0,40,,Juninho,4-1-2-1-2◆,Rodrigo José Pereira de Lima,Relatório da Partida,,12,4,234.0,1.0,0,0,5,1,1,4,0,0,America MG
44,2023-11-08,19:00,Série A,Rodada da semana 33,qua,Em casa,D,0,3,Coritiba,0.4,0.9,59,,Juninho,4-1-2-1-2◆,Marcelo de Lima Henrique,Relatório da Partida,,11,3,194.0,0.0,0,0,5,3,3,2,0,0,America MG
45,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Visitante,D,1,2,Vasco da Gama,2.5,1.7,51,,Juninho,4-3-3,Savio Pereira,Relatório da Partida,,16,6,121.0,0.0,0,0,6,2,2,4,0,0,America MG
46,2023-11-26,18:30,Série A,Rodada da semana 35,dom,Em casa,D,0,3,Flamengo,0.5,3.0,43,,Felipe Azevedo,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,11,1,217.0,0.0,0,0,8,3,3,5,0,0,America MG
47,2023-11-29,21:30,Série A,Rodada da semana 36,qua,Visitante,D,0,4,Palmeiras,0.1,3.2,54,29.717,Juninho,3-4-1-2,Wilton Pereira Sampaio,Relatório da Partida,,5,1,196.0,0.0,0,0,12,4,4,9,0,0,America MG
48,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Em casa,V,3,2,Bahia,1.2,3.7,43,,Juninho,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,11,3,212.0,0.0,0,0,5,2,2,3,1,1,America MG
49,2023-12-06,19:00,Série A,Rodada da semana 38,qua,Visitante,D,0,1,Goiás,0.9,0.9,59,1.966,Juninho,4-5-1,Davi de Oliveira Lacerda,Relatório da Partida,,11,3,134.0,0.0,0,0,2,1,1,1,0,0,America MG
